id,OBJECTID,Shape_Leng,Shape_Area,A1C_BPS,A1N_BPS,A2C_BPS,A2N_BPS,A1C_SIAK,A1N_SIAK,A2C_SIAK,A2N_SIAK,YEAR,Type,Hectares,A2TEXT,SquareKM,latitude,longitude
,271,0.0892525821062,0.000313085843635,35,Jawa Timur,3578,Kota Surabaya,35,Jawa Timur,3578,Surabaya,2017,Kota,34139.23635,3578,343.65628,-7.275073393954656,112.72380662893435
,272,0.112968487252,0.000374400626265,35,Jawa Timur,3579,Kota Batu,35,Jawa Timur,3579,Batu,2017,Kota,20000.82204,3579,201.33114,-7.833108849706685,112.53111989983498
,273,2.91835354671,0.0497518751223,36,Banten,3601,Pandeglang,36,Banten,3601,Pandeglang,2017,Kabupaten,281724.2735,3601,2835.97926,-6.590230627261489,105.74298228520841
,274,0.144345273044,0.0010624164897,36,Banten,3602,Lebak,36,Banten,3602,Lebak,2017,Kabupaten,335256.36756,3602,3374.85578,-6.642128938347915,106.21285365156396
,275,0.0911728731763,0.00030560059513,36,Banten,3603,Tangerang,36,Banten,3603,Tangerang,2017,Kabupaten,103856.14203,3603,1045.47981,-6.1746309890286115,106.51851286624441
,276,0.164250120654,0.000947586947685,36,Banten,3604,Serang,36,Banten,3604,Serang,2017,Kabupaten,148403.13088,3604,1493.9184,-6.142218782556982,106.14665476825932
,277,0.0595183917842,0.000117906873445,36,Banten,3671,Kota Tangerang,36,Banten,3671,Tangerang,2017,Kota,18358.26966,3671,184.8056,-6.182869499826618,106.6518227032072
,278,0.12876930692,0.000569859239305,36,Banten,3672,Kota Cilegon,36,Banten,3672,Cilegon,2017,Kota,16608.77296,3672,167.19485,-5.998046785450348,106.01927592674217
,279,0.0898289317414,0.00037479624237,36,Banten,3673,Kota Serang,36,Banten,3673,Serang,2017,Kota,26789.28113,3673,269.67773,-6.123386067592276,106.16629867579529
,280,0.0575521389597,0.0001648066605,36,Banten,3674,Kota Tangerang Selatan,36,Banten,3674,Tangerang Selatan,2017,Kota,16638.79803,3674,167.49584,-6.301847863996328,106.70734097163941
,281,0.320308225328,0.00170918180474,51,Bali,5101,Jembrana,51,Bali,5101,Jembrana,2017,Kabupaten,87155.50842,5101,877.30615,-8.31252270443837,114.6826647939009
,282,0.20043882955,0.000772525519915,51,Bali,5102,Tabanan,51,Bali,5102,Tabanan,2017,Kabupaten,88032.99653,5102,886.13548,-8.428221709828733,115.07877738641022
,283,0.227017756914,0.00210948284816,51,Bali,5103,Badung,51,Bali,5103,Badung,2017,Kabupaten,40390.89645,5103,406.57044,-8.58346725870223,115.18840533719332
,284,0.180767400418,0.00062857420065,51,Bali,5104,Gianyar,51,Bali,5104,Gianyar,2017,Kabupaten,37356.3381,5104,376.02625,-8.480494358632214,115.2875567655051
,285,0.325914033677,0.00220469322974,51,Bali,5105,Klungkung,51,Bali,5105,Klungkung,2017,Kabupaten,32034.46275,5105,322.45456,-8.666548920391307,115.49350271738867
,286,0.130136787943,0.000337986743365,51,Bali,5106,Bangli,51,Bali,5106,Bangli,2017,Kabupaten,53435.81951,5106,537.88456,-8.293590552404062,115.34684316768488
,287,0.0837758833245,0.000255439850505,51,Bali,5107,Karang Asem,51,Bali,5107,Karangasem,2017,Kabupaten,85804.85344,5107,863.70868,-8.374200993455263,115.53007063688295
,288,0.585003711838,0.00914299039016,51,Bali,5108,Buleleng,51,Bali,5108,Buleleng,2017,Kabupaten,133732.10352,5108,1346.15054,-8.200235942141632,114.96257794235507
,289,0.16030867488,0.00082371765187,51,Bali,5171,Kota Denpasar,51,Bali,5171,Denpasar,2017,Kota,12856.80892,5171,129.41489,-8.668357813764176,115.22086623005592
,290,0.495552215687,0.00515516481309,52,Nusa Tenggara Barat,5201,Lombok Barat,52,Nusa Tenggara Barat,5201,Lombok Barat,2017,Kabupaten,94487.9264,5201,951.10272,-8.664408697512396,116.09423484625385
,291,0.280567490038,0.001611320334,52,Nusa Tenggara Barat,5202,Lombok Tengah,52,Nusa Tenggara Barat,5202,Lombok Tengah,2017,Kabupaten,119374.90237,5202,1201.60922,-8.722795829769597,116.28914365339052
,292,0.0639834348694,0.00011456257859,52,Nusa Tenggara Barat,5203,Lombok Timur,52,Nusa Tenggara Barat,5203,Lombok Timur,2017,Kabupaten,164261.15798,5203,1653.43813,-8.533116718958105,116.53066631816635
,293,0.112319104753,0.000457551467595,52,Nusa Tenggara Barat,5204,Sumbawa,52,Nusa Tenggara Barat,5204,Sumbawa,2017,Kabupaten,680125.93765,5204,6846.04641,-8.703221200371717,117.48493808830203
,294,0.439998628149,0.00864170424694,52,Nusa Tenggara Barat,5205,Dompu,52,Nusa Tenggara Barat,5205,Dompu,2017,Kabupaten,233179.01936,5205,2347.16405,-8.472141966031373,118.21680611851356
,295,0.363992411057,0.00267355118347,52,Nusa Tenggara Barat,5206,Bima,52,Nusa Tenggara Barat,5206,Bima,2017,Kabupaten,430172.05216,5206,4330.08193,-8.474763701975414,118.61861995592825
,296,0.437449719407,0.00258359810334,52,Nusa Tenggara Barat,5207,Sumbawa Barat,52,Nusa Tenggara Barat,5207,Sumbawa Barat,2017,Kabupaten,179511.52959,5207,1806.92834,-8.829708937760703,116.91505782417316
,297,0.267306938376,0.00253856378612,52,Nusa Tenggara Barat,5208,Lombok Utara,52,Nusa Tenggara Barat,5208,Lombok Utara,2017,Kabupaten,82928.17651,5208,834.75286,-8.349040795636183,116.28349719153228
,298,0.0466938068451,7.80387083098e-05,52,Nusa Tenggara Barat,5271,Kota Mataram,52,Nusa Tenggara Barat,5271,Mataram,2017,Kota,6156.73405,5271,61.97302,-8.590268831230997,116.11109308466004
,299,0.0509508861629,6.8685496715e-05,52,Nusa Tenggara Barat,5272,Kota Bima,52,Nusa Tenggara Barat,5272,Bima,2017,Kota,21563.09041,5272,217.05272,-8.455799435365842,118.78490654437651
,300,0.197539253058,0.00104123892358,53,Nusa Tenggara Timur,5301,Sumba Barat,53,Nusa Tenggara Timur,5312,Sumba Barat,2017,Kabupaten,73041.54663,5301,735.19998,-9.642180801803377,119.37971407346738
,301,0.176278000116,0.00151872969534,53,Nusa Tenggara Timur,5302,Sumba Timur,53,Nusa Tenggara Timur,5311,Sumba Timur,2017,Kabupaten,719624.08973,5302,7243.31215,-9.87729808135647,120.25496768589083
,302,0.193156577192,0.00156707736259,53,Nusa Tenggara Timur,5303,Kupang,53,Nusa Tenggara Timur,5301,Kupang,2017,Kabupaten,526539.56338,5303,5299.8282,-9.918213637259829,123.85995686090679
,303,0.233783863516,0.00134960599979,53,Nusa Tenggara Timur,5304,Timor Tengah Selatan,53,Nusa Tenggara Timur,5302,Kab Timor Tengah Selatan,2017,Kabupaten,407199.18045,5304,4098.63522,-9.827955804523938,124.39674961673819
,304,0.149001822054,0.000900328094965,53,Nusa Tenggara Timur,5305,Timor Tengah Utara,53,Nusa Tenggara Timur,5303,Timor Tengah Utara,2017,Kabupaten,268634.98936,5305,2703.97376,-9.37753021365492,124.56966764574771
,305,0.260532358364,0.00129142162329,53,Nusa Tenggara Timur,5306,Belu,53,Nusa Tenggara Timur,5304,Belu,2017,Kabupaten,115217.33721,5306,1159.74189,-9.153849827003624,124.9684445880492
,306,0.233702860942,0.00211731251938,53,Nusa Tenggara Timur,5307,Alor,53,Nusa Tenggara Timur,5305,Alor,2017,Kabupaten,300617.85653,5307,3026.01608,-8.303671708671658,124.56876213281349
,307,0.27930197907,0.00267109862585,53,Nusa Tenggara Timur,5308,Lembata,53,Nusa Tenggara Timur,5313,Lembata,2017,Kabupaten,128636.57038,5308,1294.85099,-8.380280709360466,123.542344526975
,308,0.184072100797,0.00172781099092,53,Nusa Tenggara Timur,5309,Flores Timur,53,Nusa Tenggara Timur,5306,Flores Timur,2017,Kabupaten,178583.31362,5309,1797.61396,-8.365094347184668,122.94442274719088
,309,0.167105477818,0.00128183904545,53,Nusa Tenggara Timur,5310,Sikka,53,Nusa Tenggara Timur,5307,Sikka,2017,Kabupaten,173345.24447,5310,1744.87325,-8.6086620621142,122.30372135527575
,310,0.162845110069,0.000837359642875,53,Nusa Tenggara Timur,5311,Ende,53,Nusa Tenggara Timur,5308,Ende,2017,Kabupaten,211561.30027,5311,2129.54659,-8.67723952109192,121.73413180929138
,311,0.210101901632,0.000688011058716,53,Nusa Tenggara Timur,5312,Ngada,53,Nusa Tenggara Timur,5309,Ngada,2017,Kabupaten,175252.19713,5312,1764.06476,-8.667527083860396,121.00118186711705
,312,0.206489091598,0.000997206052384,53,Nusa Tenggara Timur,5313,Manggarai,53,Nusa Tenggara Timur,5310,Manggarai,2017,Kabupaten,137175.64254,5313,1380.79603,-8.56936108974567,120.40152206860398
,313,0.343936521129,0.00241699358587,53,Nusa Tenggara Timur,5314,Rote Ndao,53,Nusa Tenggara Timur,5314,Rote Ndao,2017,Kabupaten,133183.05418,5314,1340.49547,-10.726035534908306,123.12435711883164
,314,3.43500274562,0.0289541173654,53,Nusa Tenggara Timur,5315,Manggarai Barat,53,Nusa Tenggara Timur,5315,Manggarai Barat,2017,Kabupaten,320707.12113,5315,3228.20157,-8.602543458665204,119.98892113580355
,315,0.0816824066437,0.000291155731715,53,Nusa Tenggara Timur,5316,Sumba Tengah,53,Nusa Tenggara Timur,5317,Sumba Tengah,2017,Kabupaten,186538.92072,5316,1877.61506,-9.547713224677326,119.66562263710986
,316,0.08950147825,0.000390668998945,53,Nusa Tenggara Timur,5317,Sumba Barat Daya,53,Nusa Tenggara Timur,5318,Sumba Barat Daya,2017,Kabupaten,144514.44027,5317,1454.61672,-9.534243252412821,119.18003654738783
,317,0.0892078087853,0.000294700841565,53,Nusa Tenggara Timur,5318,Nagekeo,53,Nusa Tenggara Timur,5316,Nagekeo,2017,Kabupaten,144525.97376,5318,1454.77774,-8.688708669769012,121.27301155096663
,318,0.132003681228,0.000574354816245,53,Nusa Tenggara Timur,5319,Manggarai Timur,53,Nusa Tenggara Timur,5319,Manggarai Timur,2017,Kabupaten,245556.09356,5319,2471.74242,-8.571655003364476,120.69059405971481
,319,0.162276572309,0.000831264705575,53,Nusa Tenggara Timur,5320,Sabu Raijua,53,Nusa Tenggara Timur,5320,Sabu Raijua,2017,Kabupaten,47686.11375,5320,479.96749,-10.535743351329183,121.84435440613218
,320,0.148778749811,0.000954138689519,53,Nusa Tenggara Timur,5321,Malaka,53,Nusa Tenggara Timur,5321,Malaka,2017,Kabupaten,114738.85604,5321,1154.90975,-9.521768984672997,124.88932013063582
,321,0.222371868158,0.00228319720731,53,Nusa Tenggara Timur,5371,Kota Kupang,53,Nusa Tenggara Timur,5371,Kupang,2017,Kota,16047.30851,5371,161.52065,-10.204297644817244,123.6071839720373
,322,0.142130941553,0.00107903598116,61,Kalimantan Barat,6101,Sambas,61,Kalimantan Barat,6101,Sambas,2017,Kabupaten,582147.57578,6101,5860.6844,1.429969837468297,109.34638469723929
,323,0.403966583797,0.00476093330896,61,Kalimantan Barat,6102,Bengkayang,61,Kalimantan Barat,6107,Bengkayang,2017,Kabupaten,563457.36104,6102,5672.53541,1.0120337452738288,109.56443931651567
,324,0.937851868385,0.013297067493,61,Kalimantan Barat,6103,Landak,61,Kalimantan Barat,6108,Landak,2017,Kabupaten,825356.23226,6103,8309.18175,0.5165585615059111,109.77118030315103
,325,0.455650130019,0.00462628479306,61,Kalimantan Barat,6104,Mempawah,61,Kalimantan Barat,6102,Mempawah,2017,Kabupaten,200198.17901,6104,2015.4735,0.35833526438485697,109.15602514229013
,326,0.960463613565,0.0320745132464,61,Kalimantan Barat,6105,Sanggau,61,Kalimantan Barat,6103,Sanggau,2017,Kabupaten,1275797.39724,6105,12843.95054,0.2686857480038473,110.43207636705193
,327,0.731692642771,0.025618606208,61,Kalimantan Barat,6106,Ketapang,61,Kalimantan Barat,6104,Ketapang,2017,Kabupaten,2977262.9369,6106,29973.08744,-1.6332240115575,110.61387416347104
,328,0.472642783511,0.00827116962093,61,Kalimantan Barat,6107,Sintang,61,Kalimantan Barat,6105,Sintang,2017,Kabupaten,2240173.17415,6107,22552.69979,0.09263589934171242,112.07152422968528
,329,0.320747222045,0.00545101056751,61,Kalimantan Barat,6108,Kapuas Hulu,61,Kalimantan Barat,6106,Kapuas Hulu,2017,Kabupaten,3112608.6052,6108,31335.80748,0.8352381511761106,112.81087616535683
,330,0.347972606403,0.00546105863117,61,Kalimantan Barat,6109,Sekadau,61,Kalimantan Barat,6109,Sekadau,2017,Kabupaten,570120.42939,6109,5739.62614,-0.0038791314102325104,110.9513185688061
,331,0.675088483637,0.0157809392517,61,Kalimantan Barat,6110,Melawi,61,Kalimantan Barat,6110,Melawi,2017,Kabupaten,1002618.2991,6110,10093.74479,-0.6326354218771204,111.72757674162632
,332,0.494836644429,0.0118039173735,61,Kalimantan Barat,6111,Kayong Utara,61,Kalimantan Barat,6111,Kayong Utara,2017,Kabupaten,462095.79415,6111,4652.08927,-1.091862906946181,109.92513952489408
,333,0.68927146696,0.012684155858,61,Kalimantan Barat,6112,Kubu Raya,61,Kalimantan Barat,6112,Kubu Raya,2017,Kabupaten,859845.70182,6112,8656.40225,-0.38674076918612454,109.53747417543059
,334,0.0440136345777,4.7087689815e-05,61,Kalimantan Barat,6171,Kota Pontianak,61,Kalimantan Barat,6171,Pontianak,2017,Kota,10843.14332,6171,109.16221,-0.02522545627472316,109.33141043323172
,335,0.332721100648,0.00452203275025,61,Kalimantan Barat,6172,Kota Singkawang,61,Kalimantan Barat,6172,Singkawang,2017,Kota,45108.36386,6172,454.12296,0.8985240195732173,109.03489212752679
,336,0.43617848426,0.00968816383432,62,Kalimantan Tengah,6201,Kotawaringin Barat,62,Kalimantan Tengah,6201,Kotawaringin Barat,2017,Kabupaten,839766.58555,6201,8454.1478,-2.5456909214682857,111.74686194967609
,337,0.351603664012,0.00149332653381,62,Kalimantan Tengah,6202,Kotawaringin Timur,62,Kalimantan Tengah,6202,Kotawaringin Timur,2017,Kabupaten,1572175.85845,6202,15827.57057,-2.064989919410805,112.71302993951855
,338,0.234384702875,0.0021202686173,62,Kalimantan Tengah,6203,Kapuas,62,Kalimantan Tengah,6203,Kapuas,2017,Kabupaten,1731740.75105,6203,17433.9897,-1.74785070749573,114.29802530756368
,339,0.294316593077,0.00238420145236,62,Kalimantan Tengah,6204,Barito Selatan,62,Kalimantan Tengah,6204,Barito Selatan,2017,Kabupaten,664053.41189,6204,6685.24191,-1.801865359244946,114.92403688518849
,340,0.389070714625,0.00765698219633,62,Kalimantan Tengah,6205,Barito Utara,62,Kalimantan Tengah,6205,Barito Utara,2017,Kabupaten,993730.14598,6205,10004.25431,-0.9330650695788691,115.13473254144995
,341,0.2380972307,0.00286232987312,62,Kalimantan Tengah,6206,Sukamara,62,Kalimantan Tengah,6208,Sukamara,2017,Kabupaten,329040.59442,6206,3312.5346,-2.6230390372949848,111.16090519396862
,342,0.308737069773,0.00314045788138,62,Kalimantan Tengah,6207,Lamandau,62,Kalimantan Tengah,6209,Lamandau,2017,Kabupaten,732760.95458,6207,7376.94441,-1.8011215799644358,111.40667879322267
,343,1.63630136573,0.05582960926,62,Kalimantan Tengah,6208,Seruyan,62,Kalimantan Tengah,6207,Seruyan,2017,Kabupaten,1663851.50587,6208,16750.44974,-2.2830091015227243,112.17627058319033
,344,0.772752187263,0.00910085243691,62,Kalimantan Tengah,6209,Katingan,62,Kalimantan Tengah,6206,Katingan,2017,Kabupaten,1942236.01725,6209,19553.11762,-1.6998763116309106,113.05983209066288
,345,0.613862628013,0.0178887146071,62,Kalimantan Tengah,6210,Pulang Pisau,62,Kalimantan Tengah,6211,Pulang Pisau,2017,Kabupaten,976293.68297,6210,9828.58234,-2.716050586507444,113.95521249515562
,346,0.519432766818,0.0111473597013,62,Kalimantan Tengah,6211,Gunung Mas,62,Kalimantan Tengah,6210,Gunung Mas,2017,Kabupaten,1010600.97393,6211,10174.09486,-1.025667237910998,113.53316192615935
,347,0.875349002579,0.0322282401774,62,Kalimantan Tengah,6212,Barito Timur,62,Kalimantan Tengah,6213,Barito Timur,2017,Kabupaten,329667.54828,6212,3318.8667,-1.9781858653198352,115.15964457271579
,348,0.306162220873,0.00554771469829,62,Kalimantan Tengah,6213,Murung Raya,62,Kalimantan Tengah,6212,Murung Raya,2017,Kabupaten,2386636.8176,6213,24027.20792,-0.03091398667127993,114.2791010177853
,349,0.15153272858,0.0006738092817,62,Kalimantan Tengah,6271,Kota Palangka Raya,62,Kalimantan Tengah,6271,Palangka Raya,2017,Kota,260553.35659,6271,2623.07149,-2.0184573277309483,113.76907093795421
,350,0.548169822576,0.016749917232,63,Kalimantan Selatan,6301,Tanah Laut,63,Kalimantan Selatan,6301,Tanah Laut,2017,Kabupaten,385915.39302,6301,3885.04714,-3.8188206233003856,114.90339051664773
,351,0.149199669461,0.000641524714414,63,Kalimantan Selatan,6302,Kota Baru,63,Kalimantan Selatan,6302,Kotabaru,2017,Kabupaten,919929.07032,6302,9261.11708,-2.9869711970807873,116.06540100677636
,352,0.249878936819,0.00213213607295,63,Kalimantan Selatan,6303,Banjar,63,Kalimantan Selatan,6303,Banjar,2017,Kabupaten,474093.37568,6303,4772.77791,-3.3182526363359104,115.08834626802735
,353,0.404451951755,0.00410960997388,63,Kalimantan Selatan,6304,Barito Kuala,63,Kalimantan Selatan,6304,Barito Kuala,2017,Kabupaten,238666.96214,6304,2402.70762,-3.0903199065354174,114.6260716781393
,354,0.122576293735,0.000640698970391,63,Kalimantan Selatan,6305,Tapin,63,Kalimantan Selatan,6305,Tapin,2017,Kabupaten,219712.77901,6305,2211.89669,-2.9246706926356616,115.04784371771025
,355,0.256215152618,0.0017670517209,63,Kalimantan Selatan,6306,Hulu Sungai Selatan,63,Kalimantan Selatan,6306,Hulu Sungai Selatan,2017,Kabupaten,170087.32337,6306,1712.31025,-2.7282749058159417,115.20686770152552
,356,0.0617483407312,0.000170912843654,63,Kalimantan Selatan,6307,Hulu Sungai Tengah,63,Kalimantan Selatan,6307,Hulu Sungai Tengah,2017,Kabupaten,166648.53737,6307,1677.69346,-2.603491692591009,115.50213492251886
,357,0.245535458289,0.00186813239735,63,Kalimantan Selatan,6308,Hulu Sungai Utara,63,Kalimantan Selatan,6308,Hulu Sungai Utara,2017,Kabupaten,89213.17928,6308,898.13339,-2.4420701629729797,115.1570756215227
,358,0.203051219197,0.0011828211446,63,Kalimantan Selatan,6309,Tabalong,63,Kalimantan Selatan,6309,Tabalong,2017,Kabupaten,316281.28294,6309,3184.10507,-1.8860139504072033,115.51647774071279
,359,0.245051257259,0.00231157171595,63,Kalimantan Selatan,6310,Tanah Bumbu,63,Kalimantan Selatan,6310,Tanah Bumbu,2017,Kabupaten,472236.65993,6310,4754.07756,-3.4473565814109617,115.65456661548228
,360,0.137490507161,0.000799649019969,63,Kalimantan Selatan,6311,Balangan,63,Kalimantan Selatan,6311,Balangan,2017,Kabupaten,190548.14727,6311,1918.30237,-2.3191394308983333,115.64216901304246
,361,0.136816962105,0.000983467998675,63,Kalimantan Selatan,6371,Kota Banjarmasin,63,Kalimantan Selatan,6371,Banjarmasin,2017,Kota,9822.36562,6371,98.8834,-3.3293462877962026,114.59191351594649
,362,0.19833682262,0.00130112416272,63,Kalimantan Selatan,6372,Kota Banjar Baru,63,Kalimantan Selatan,6372,Banjar Baru,2017,Kota,32458.69582,6372,326.76647,-3.47644399931756,114.81839100590503
,363,0.550387688548,0.0101647877175,64,Kalimantan Timur,6401,Paser,64,Kalimantan Timur,6401,Paser,2017,Kabupaten,1063076.42035,6401,10702.34185,-1.7332628113703166,116.09352565984182
,364,0.757821204219,0.0257199779621,64,Kalimantan Timur,6402,Kutai Barat,64,Kalimantan Timur,6407,Kutai Barat,2017,Kabupaten,1366298.23472,6402,13755.05373,-0.5059553444317486,115.83378504956966
,365,0.422457492846,0.00769205545142,64,Kalimantan Timur,6403,Kutai Kartanegara,64,Kalimantan Timur,6402,Kutai Kartanegara,2017,Kabupaten,2522252.59533,6403,25392.49203,0.08674093911330005,116.51267116110702
,366,1.74131864987,0.114682443745,64,Kalimantan Timur,6404,Kutai Timur,64,Kalimantan Timur,6408,Kutai Timur,2017,Kabupaten,3146485.78448,6404,31676.84623,0.9577274654611032,117.13841593558853
,367,1.13442943131,0.0594092153408,64,Kalimantan Timur,6405,Berau,64,Kalimantan Timur,6403,Berau,2017,Kabupaten,2255687.06123,6405,22708.71442,1.9283839982423394,117.30377903566625
,368,0.165693049578,0.00159865346815,64,Kalimantan Timur,6409,Penajam Paser Utara,64,Kalimantan Timur,6409,Penajam Paser Utara,2017,Kabupaten,323507.52577,6409,3256.86888,-1.1569511645252681,116.59675158527823
,369,1.46615765089,0.0727149325528,64,Kalimantan Timur,6411,Mahakam Hulu,64,Kalimantan Timur,6411,Mahakam Ulu,2017,Kabupaten,1812375.93423,6411,18245.87955,0.7193701324654842,114.87159673378106
,370,0.0737858268417,0.00023981256469,64,Kalimantan Timur,6471,Kota Balikpapan,64,Kalimantan Timur,6471,Balikpapan,2017,Kota,54245.43741,6471,546.10874,-1.1593695505398638,116.86560429184887
,371,0.246447216273,0.00218800403477,64,Kalimantan Timur,6472,Kota Samarinda,64,Kalimantan Timur,6472,Samarinda,2017,Kota,72451.44387,6472,729.39692,-0.500724642900534,117.17870684223568
,372,0.689725243798,0.00760268357694,64,Kalimantan Timur,6474,Kota Bontang,64,Kalimantan Timur,6474,Bontang,2017,Kota,16558.57003,6474,166.70166,0.09073134184294257,117.45715143124094
,373,1.9909054109,0.0918905960715,65,Kalimantan Utara,6501,Malinau,65,Kalimantan Utara,6502,Malinau,2017,Kabupaten,3999423.00492,6501,40263.21894,2.478197327264458,115.71684766849422
,374,2.75201413146,0.132351186242,65,Kalimantan Utara,6502,Bulungan,65,Kalimantan Utara,6501,Bulungan,2017,Kabupaten,1274201.99998,6502,12827.68529,2.814671316085301,117.03748834756485
,375,0.363208083638,0.00496673944416,65,Kalimantan Utara,6503,Tana Tidung,65,Kalimantan Utara,6504,Tana Tidung,2017,Kabupaten,292896.37529,6503,2948.62767,3.5517390187857774,117.16711529146264
,376,0.445531484793,0.00726947576925,65,Kalimantan Utara,6504,Nunukan,65,Kalimantan Utara,6503,Nunukan,2017,Kabupaten,1425326.09843,6504,14348.85329,3.994608092541799,116.66301427031198
,377,0.224502848646,0.000751659340579,65,Kalimantan Utara,6571,Kota Tarakan,65,Kalimantan Utara,6571,Tarakan,2017,Kota,25183.64602,6571,253.52788,3.3594056365995613,117.59951132082057
,378,0.248160645005,0.00207340789163,71,Sulawesi Utara,7101,Bolaang Mongondow,71,Sulawesi Utara,7101,Bolaang Mongondow,2017,Kabupaten,323808.28203,7101,3259.90242,0.7079298002982987,124.0402735102605
,379,0.0916135824565,0.0003240298155,71,Sulawesi Utara,7102,Minahasa,71,Sulawesi Utara,7102,Minahasa,2017,Kabupaten,111120.00217,7102,1118.68533,1.254683946714502,124.85416947353445
,380,0.0627594832412,5.95285698249e-05,71,Sulawesi Utara,7103,Kepulauan Sangihe,71,Sulawesi Utara,7103,Kepulauan Sangihe,2017,Kabupaten,60204.56399,7103,606.08753,3.550699306634365,125.5413046408275
,381,0.084852792622,0.000234463806016,71,Sulawesi Utara,7104,Kepulauan Talaud,71,Sulawesi Utara,7104,Kepulauan Talaud,2017,Kabupaten,101886.6919,7104,1025.69617,4.22564864085994,126.78163357385398
,382,0.0954824695833,0.00030542417039,71,Sulawesi Utara,7105,Minahasa Selatan,71,Sulawesi Utara,7105,Minahasa Selatan,2017,Kabupaten,148575.68228,7105,1495.76643,1.0845923186501887,124.52104989681241
,383,0.172443974945,0.000848145197356,71,Sulawesi Utara,7106,Minahasa Utara,71,Sulawesi Utara,7106,Minahasa Utara,2017,Kabupaten,101613.85216,7106,1022.98174,1.5491395534727643,125.00805318715162
,384,0.420327480997,0.00507407647084,71,Sulawesi Utara,7107,Bolaang Mongondow Utara,71,Sulawesi Utara,7108,Bolaang Mongondow Utara,2017,Kabupaten,167557.00086,7107,1686.86045,0.7679520228650861,123.48113248329724
,385,0.106193808034,0.000330982957995,71,Sulawesi Utara,7108,Siau Tagulandang Biaro,71,Sulawesi Utara,7109,Kep. Siau Tagulandang Biaro,2017,Kabupaten,22044.50991,7108,221.92785,2.539823821830396,125.397015817234
,386,0.183144826274,0.0003034648583,71,Sulawesi Utara,7109,Minahasa Tenggara,71,Sulawesi Utara,7107,Minahasa Tenggara,2017,Kabupaten,70374.73,7109,708.48872,1.010283964466255,124.72189642762316
,387,0.19782996957,0.000485717962005,71,Sulawesi Utara,7110,Bolaang Mongondow Selatan,71,Sulawesi Utara,7111,Bolaang Mongondow Selatan,2017,Kabupaten,180019.59391,7110,1812.32761,0.4442332840084854,123.93289683588831
,388,0.286342101082,0.0018425048339,71,Sulawesi Utara,7111,Bolaang Mongondow Timur,71,Sulawesi Utara,7110,Bolaang Mongondow Timur,2017,Kabupaten,87897.48754,7111,884.89777,0.7194460013161875,124.51221849509507
,389,0.0845997102047,0.00024884880124,71,Sulawesi Utara,7171,Kota Manado,71,Sulawesi Utara,7171,Manado,2017,Kota,16103.87863,7171,162.12334,1.524707419530354,124.8485574863175
,390,0.0986601967817,0.000348527754506,71,Sulawesi Utara,7172,Kota Bitung,71,Sulawesi Utara,7172,Bitung,2017,Kota,31120.44456,7172,313.3004,1.4847766531980933,125.16143005138986
,391,0.0743215477143,0.000228551888955,71,Sulawesi Utara,7173,Kota Tomohon,71,Sulawesi Utara,7173,Tomohon,2017,Kota,15045.90552,7173,151.47253,1.3243124088506133,124.81490008204054
,392,0.112473136514,0.0003558248762,71,Sulawesi Utara,7174,Kota Kotamobagu,71,Sulawesi Utara,7174,Kotamobagu,2017,Kota,10676.65899,7174,107.48603,0.7107966566528764,124.31906282643699
,393,0.489435862958,0.00434100636996,71,Sulawesi Utara,7188,Danau,71,Sulawesi Utara,7188,Danau,2017,,5344.52621,7188,53.8053,1.1703153091073697,124.84418932306428
,394,0.100788819712,0.000513520733285,72,Sulawesi Tengah,7201,Banggai Kepulauan,72,Sulawesi Tengah,7207,Banggai Kepulauan,2017,Kabupaten,236632.94792,7201,2382.26815,-1.3722257733725756,123.14378275215064
,395,0.198993490173,0.00176870597827,72,Sulawesi Tengah,7202,Banggai,72,Sulawesi Tengah,7201,Banggai,2017,Kabupaten,832228.97901,7202,8378.35899,-1.020828251781165,122.58364281517858
,396,0.0298552414372,2.740287706e-05,72,Sulawesi Tengah,7203,Morowali,72,Sulawesi Tengah,7206,Morowali,2017,Kabupaten,414458.13837,7203,4172.45127,-2.6938581437564455,121.91358340989603
,397,0.466802438856,0.0103700951413,72,Sulawesi Tengah,7204,Poso,72,Sulawesi Tengah,7202,Poso,2017,Kabupaten,731957.22676,7204,7368.85908,-1.6808249699790456,120.52109200580095
,398,0.265605787926,0.00304952885839,72,Sulawesi Tengah,7205,Donggala,72,Sulawesi Tengah,7203,Donggala,2017,Kabupaten,490701.52061,7205,4940.08024,-0.3958714227224924,119.83572137225427
,399,0.488981418624,0.00323722849322,72,Sulawesi Tengah,7206,Toli-Toli,72,Sulawesi Tengah,7204,Toli Toli,2017,Kabupaten,359084.37407,7206,3615.0376,0.9260110160801454,120.71892293624599
,400,0.24618421357,0.00166653518736,72,Sulawesi Tengah,7207,Buol,72,Sulawesi Tengah,7205,Buol,2017,Kabupaten,386586.8954,7207,3891.91524,0.9779759812140192,121.37277864029174
,401,0.230186211064,0.0015726233912,72,Sulawesi Tengah,7208,Parigi Moutong,72,Sulawesi Tengah,7208,Parigi Moutong,2017,Kabupaten,578247.15839,7208,5821.43765,0.01664653718969129,120.45141157785831
,402,0.416464515227,0.00163232891442,72,Sulawesi Tengah,7209,Tojo Una-Una,72,Sulawesi Tengah,7209,Tojo Una Una,2017,Kabupaten,544922.22359,7209,5485.93212,-1.1123704901227183,121.57623490117771
