id,OBJECTID,Shape_Leng,Shape_Area,A1C_BPS,A1N_BPS,A2C_BPS,A2N_BPS,A1C_SIAK,A1N_SIAK,A2C_SIAK,A2N_SIAK,YEAR,Type,Hectares,A2TEXT,SquareKM,latitude,longitude,provinsi_clean,Provinsi_x,2022_x,2023_x,Ketahanan Bangunan.csv.xl,Tembok,Plesteran Anyaman Bambu/Kawat,Kayu/Papan,Anyaman Bambu,Batang Kayu,Bambu,Lainnya,Listrik,Gas,Minyak Tanah,Kayu Bakar,Briket/Arang/Lainnya,Tidak Memasak,Milik Sendiri,Kontrak/Sewa,Bebas Sewa,Dinas,Pengeluaran Bahan Bakar.c,Listrik PLN,Listrik Non-PLN,Bukan Listrik,Sewa/Kontrak Rumah,Pemeliharaan dan Perbaikan Ringan,Air,Bahan Bakar,Kebutuhan Lainnya untuk Rumah,SHM atas Nama ART,SHM Bukan atas Nama ART dengan Perjanjian,SHM Bukan atas Nama ART tanpa Perjanjian,Air Kemasan Bermerk,Air Isi Ulang,Leding,Sumur Bor/Pompa,Sumur Terlindung,Sumur Tak Terlindung,Mata Air Terlindung,Mata Air Tak Terlindung,Air Permukaan,Air Hujan,Akses Air Minum Layak.csv,Beton,Genteng,Seng,Asbes,Kayu/Sirap,Jerami/Ijuk/Daun-Daunan/Rumbia,Akses Sanitasi Layak.csv.,Pengeluaran Air.csv.xlsx,Rumah Layak Huni.csv.xlsx,Marmer/Granit,Keramik,Parket/Vinil/Karpet,Ubin/Tegel/Teraso,Semen/Bata Merah,Tanah,Pengeluaran Gas.csv.xlsx,Ada Digunakan hanya ART Sendiri,Ada Digunakan bersama ART Rumah Tangga Tertentu,Ada di MCK Komunal,Ada di MCK Umum,Ada ART Tidak Menggunakan,Tidak Ada Fasilitas,Pengeluaran Perbaikan.csv,Pengeluaran Listrik.csv.x,Pengeluaran Sewa.csv.xlsx,Fasilitas Cuci Tangan.csv,≥7.2 m2,≥10 m2,Provinsi_y,2022_y,2023_y,2024,jarak_ke_provinsi
,236,0.210423845197,0.00145324965746,35,Jawa Timur,3502,Ponorogo,35,Jawa Timur,3502,Ponorogo,2017,Kabupaten,144394.47946,3502,1453.49094,-7.931320121469852,111.49936570532776,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,237,0.336980105741,0.0014412269652,35,Jawa Timur,3503,Trenggalek,35,Jawa Timur,3503,Trenggalek,2017,Kabupaten,127358.3435,3503,1281.99371,-8.161920885563308,111.626270634853,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,238,0.147618435897,0.00095085461415,35,Jawa Timur,3504,Tulungagung,35,Jawa Timur,3504,Tulungagung,2017,Kabupaten,117362.80642,3504,1181.38015,-8.113254812027218,111.88720203331584,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,239,0.20257158905,0.00098005124699,35,Jawa Timur,3505,Blitar,35,Jawa Timur,3505,Blitar,2017,Kabupaten,178959.98594,3505,1801.4196,-8.130109025955555,112.23812949353372,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,240,0.166135951947,0.00091989580044,35,Jawa Timur,3506,Kediri,35,Jawa Timur,3506,Kediri,2017,Kabupaten,155158.99104,3506,1561.8528,-7.8288714309496354,112.08963614951986,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,241,0.365745703129,0.00218560199517,35,Jawa Timur,3507,Malang,35,Jawa Timur,3507,Malang,2017,Kabupaten,352688.01528,3507,3550.17431,-8.126856949210472,112.64107524720734,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,242,0.137525817969,0.00064453786633,35,Jawa Timur,3508,Lumajang,35,Jawa Timur,3508,Lumajang,2017,Kabupaten,184705.60204,3508,1859.25554,-8.125301011033299,113.1375746506189,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,243,0.174311749334,0.000906570035685,35,Jawa Timur,3509,Jember,35,Jawa Timur,3509,Jember,2017,Kabupaten,337526.21739,3509,3397.54282,-8.23597854587365,113.65569522626976,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,244,0.714694661436,0.0155648940902,35,Jawa Timur,3510,Banyuwangi,35,Jawa Timur,3510,Banyuwangi,2017,Kabupaten,368043.15909,3510,3704.71057,-8.364926627973478,114.205523988406,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,245,0.321239073627,0.000970873519134,35,Jawa Timur,3511,Bondowoso,35,Jawa Timur,3511,Bondowoso,2017,Kabupaten,158553.00914,3511,1596.01164,-7.944023536737516,113.94755044463643,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,246,0.243650477063,0.00190007311872,35,Jawa Timur,3512,Situbondo,35,Jawa Timur,3512,Situbondo,2017,Kabupaten,168901.03186,3512,1700.18365,-7.8013125242293615,114.05138036143671,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,247,0.141581830498,0.000858520320165,35,Jawa Timur,3513,Probolinggo,35,Jawa Timur,3513,Probolinggo,2017,Kabupaten,175815.31391,3513,1769.78023,-7.866519918228999,113.32086685061878,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,248,0.171235953612,0.00105098656544,35,Jawa Timur,3514,Pasuruan,35,Jawa Timur,3514,Pasuruan,2017,Kabupaten,151853.85617,3514,1528.58695,-7.742918212946321,112.83173971315628,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,249,0.050018085146,9.00114869798e-05,35,Jawa Timur,3515,Sidoarjo,35,Jawa Timur,3515,Sidoarjo,2017,Kabupaten,73844.00203,3515,743.33301,-7.4520545825833695,112.70135722585869,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,250,0.0422403604041,4.78873473998e-05,35,Jawa Timur,3516,Mojokerto,35,Jawa Timur,3516,Mojokerto,2017,Kabupaten,99110.28497,3516,997.66705,-7.54986741850465,112.4852490238952,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,251,0.0982457097276,0.000277852222805,35,Jawa Timur,3517,Jombang,35,Jawa Timur,3517,Jombang,2017,Kabupaten,114004.88522,3517,1147.59971,-7.545102315024298,112.26512941136484,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,252,0.288165475218,0.00254554260044,35,Jawa Timur,3518,Nganjuk,35,Jawa Timur,3518,Nganjuk,2017,Kabupaten,131305.24569,3518,1321.74706,-7.597422658443768,111.93843847465556,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,253,0.107501295776,0.00034855781199,35,Jawa Timur,3519,Madiun,35,Jawa Timur,3519,Madiun,2017,Kabupaten,113739.29105,3519,1144.92341,-7.624222283603833,111.64571615360022,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,254,0.169587595535,0.000860016097055,35,Jawa Timur,3520,Magetan,35,Jawa Timur,3520,Magetan,2017,Kabupaten,71458.5189,3520,719.3155,-7.662881128280901,111.35790237163866,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,255,0.175158884453,0.00074816412072,35,Jawa Timur,3521,Ngawi,35,Jawa Timur,3521,Ngawi,2017,Kabupaten,141687.37444,3521,1426.26267,-7.439238508650867,111.34309012110774,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,256,0.258800567323,0.00207954174486,35,Jawa Timur,3522,Bojonegoro,35,Jawa Timur,3522,Bojonegoro,2017,Kabupaten,235116.96663,3522,2366.76258,-7.255432770245719,111.80983737847164,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,257,0.137455954583,0.000725484353995,35,Jawa Timur,3523,Tuban,35,Jawa Timur,3523,Tuban,2017,Kabupaten,200649.3061,3523,2019.81761,-6.953135827901162,111.89151235045122,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,258,0.158930876868,0.00087935012494,35,Jawa Timur,3524,Lamongan,35,Jawa Timur,3524,Lamongan,2017,Kabupaten,177866.0812,3524,1790.46329,-7.131112465577127,112.30078098817832,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,259,0.0889684024567,0.000363027583885,35,Jawa Timur,3525,Gresik,35,Jawa Timur,3525,Gresik,2017,Kabupaten,127131.38924,3525,1279.75661,-6.926869202614068,112.55814823396013,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,260,0.0130647682523,8.16261544002e-06,35,Jawa Timur,3526,Bangkalan,35,Jawa Timur,3526,Bangkalan,2017,Kabupaten,132308.89224,3526,1331.87175,-7.044238270956218,112.92961853093335,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,261,0.113112454963,0.000574557588695,35,Jawa Timur,3527,Sampang,35,Jawa Timur,3527,Sampang,2017,Kabupaten,124488.67046,3527,1253.15013,-7.051983810509522,113.25626662790758,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,262,0.0522573479277,0.000111215432185,35,Jawa Timur,3528,Pamekasan,35,Jawa Timur,3528,Pamekasan,2017,Kabupaten,81026.19719,3528,815.6401,-7.065107508169855,113.50391466611607,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,263,0.0658625609074,0.0001472024349,35,Jawa Timur,3529,Sumenep,35,Jawa Timur,3529,Sumenep,2017,Kabupaten,212087.76689,3529,2134.96078,-6.966833774395336,114.40501110021468,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,264,0.0974263863431,0.0002920977177,35,Jawa Timur,3571,Kota Kediri,35,Jawa Timur,3571,Kediri,2017,Kota,7047.52667,3571,70.94143,-7.82630476705957,112.01383739813058,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,265,0.0475023912664,8.56089319401e-05,35,Jawa Timur,3572,Kota Blitar,35,Jawa Timur,3572,Blitar,2017,Kota,3403.81439,3572,34.263,-8.095024174788081,112.1669967463244,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
